ac_year,age,state_cd,state_name,district_cd,district_name,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls
2016-17,4,1,Jammu & Kashmir,101,KUPWARA,370,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,102,BARAMULA,313,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,103,SRINAGAR,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,104,BADGAM,225,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,105,PULWAMA,207,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,106,ANANTNAG,301,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,107,LEH (LADAKH),10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,108,KARGIL,67,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,109,DODA,144,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,110,UDHAMPUR,29,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,111,PUNCH,856,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,112,RAJAURI,2608,0,0,0,0,0,0,0,0,0,0,0,1813,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,113,JAMMU,358,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,114,KATHUA,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,115,SHOPIAN,209,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,116,BANDIPORA,98,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,117,KISHTWAR,124,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,118,RAMBAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,119,GANDERBAL,99,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,120,KULGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,121,REASI,74,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,1,Jammu & Kashmir,122,SAMBA,49,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,2,Himachal Pradesh,201,CHAMBA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,2,Himachal Pradesh,202,KANGRA,365,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,2,Himachal Pradesh,203,LAHUL & SPITI,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2016-17,4,2,Himachal Pradesh,204,KULLU,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
