ac_year,age,state_cd,state_name,district_cd,district_name,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls
2015-16,4,1,Jammu & Kashmir,101,KUPWARA,909,0,0,0,0,0,0,0,0,0,0,0,816,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,102,BARAMULA,266,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,103,SRINAGAR,33,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,104,BADGAM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,105,PULWAMA,397,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,106,ANANTNAG,478,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,107,LEH (LADAKH),121,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,108,KARGIL,405,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,109,DODA,700,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,110,UDHAMPUR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,111,PUNCH,1651,0,0,0,0,0,0,0,0,0,0,0,1565,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,112,RAJAURI,2969,0,0,0,0,0,0,0,0,0,0,0,2413,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,113,JAMMU,104,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,114,KATHUA,110,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,115,SHOPIAN,310,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,116,BANDIPORA,42,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,117,KISHTWAR,112,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,118,RAMBAN,132,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,119,GANDERBAL,178,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,120,KULGAM,232,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,121,REASI,71,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,1,Jammu & Kashmir,122,SAMBA,190,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,201,CHAMBA,154,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,202,KANGRA,130,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,203,LAHUL & SPITI,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,204,KULLU,111,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,205,MANDI,463,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,206,HAMIRPUR (H.P.),116,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,207,UNA,34,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,208,BILASPUR (H.P.),273,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,209,SOLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,210,SIRMAUR,119,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,211,SHIMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,2,Himachal Pradesh,212,KINNAUR,19,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,301,GURDASPUR,626,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,302,AMRITSAR,995,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,303,KAPURTHALA,537,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,304,JALANDHAR,1732,0,0,0,0,0,0,0,0,0,0,0,1644,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,305,HOSHIARPUR,1922,0,0,0,0,0,0,0,0,0,0,0,1819,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,306,NAWANSHAHR,486,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,307,RUPNAGAR,952,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,308,FATEHGARH SAHIB,22,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,309,LUDHIANA,1256,0,0,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,310,MOGA,146,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,311,FIROZPUR,180,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,312,MUKTSAR,229,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,313,FARIDKOT,364,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,314,BATHINDA,355,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,315,MANSA,638,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,316,SANGRUR,1028,0,0,0,0,0,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,317,PATIALA,809,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,318,MOHALI,210,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,319,TARAN TARAN,205,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,320,BARNALA,188,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0
2015-16,4,3,Punjab,321,Fazilka,120,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0
