ac_year,age,state_cd,state_name,district_cd,district_name,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls
2017-18,4,1,Jammu & Kashmir,101,KUPWARA,541,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,102,BARAMULA,129,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,103,SRINAGAR,109,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,104,BADGAM,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,105,PULWAMA,524,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,106,ANANTNAG,691,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,107,LEH (LADAKH),6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,108,KARGIL,58,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,109,DODA,62,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,110,UDHAMPUR,18,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,111,PUNCH,655,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,112,RAJAURI,1750,0,0,0,0,0,0,0,0,0,0,0,1636,0,0,0,0,0,0,0,0,0,0,0
2017-18,4,1,Jammu & Kashmir,113,JAMMU,641,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0
