ac_year,age,state_cd,state_name,district_cd,district_name,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls
2018-19,4,1,Jammu & Kashmir,101,KUPWARA,1795,0,0,0,0,0,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,102,BARAMULA,1694,0,0,0,0,0,0,0,0,0,0,0,1589,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,103,SRINAGAR,1087,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,104,BADGAM,2066,0,0,0,0,0,0,0,0,0,0,0,1953,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,105,PULWAMA,750,0,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,106,ANANTNAG,1305,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,107,LEH (LADAKH),12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,108,KARGIL,65,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,109,DODA,412,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,110,UDHAMPUR,214,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,111,PUNCH,1204,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,112,RAJAURI,1602,0,0,0,0,0,0,0,0,0,0,0,1414,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,113,JAMMU,1186,0,0,0,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,114,KATHUA,90,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,115,SHOPIAN,750,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,116,BANDIPORA,1067,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0
2018-19,4,1,Jammu & Kashmir,117,KISHTWAR,241,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0
